,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
153697,1781290237,Anime lovers join me,Games,Games,USD,2017-08-19,5000.0,2017-06-20 21:47:22,1.0,canceled,1,US,0.0,1.0,5000.0
55693,1283525850,Bold Robe - Finally...The Man Robe RE-DEFINED! Be BOLD!,Apparel,Fashion,USD,2016-04-09,5000.0,2016-03-10 19:03:22,2001.0,failed,24,US,2001.0,2001.0,5000.0
151075,1767721702,"""Interrogation Room 109""- Not Your Average Urban Drama",Film & Video,Film & Video,USD,2015-02-11,1500.0,2015-01-12 07:28:51,2018.0,undefined,0,"N,0""",,2018.0,1500.0
301350,604488424,fresh T - fresh.tasty.icetea,Drinks,Food,EUR,2015-10-31,20000.0,2015-10-01 23:30:25,93.0,failed,2,DE,104.66,101.04,21728.03
140876,1715388419,Bombs Away! - The Traveling Dice Game (Canceled),Tabletop Games,Games,USD,2015-08-11,1500.0,2015-07-22 03:40:10,60.0,canceled,6,US,60.0,60.0,1500.0
159657,1811919042,Radiul: The FIRST Document Holder for iPads and Laptops,Product Design,Design,USD,2012-08-18,14000.0,2012-07-18 03:48:53,4231.0,failed,75,US,4231.0,4231.0,14000.0
162883,182858875,Rational Spirituality (Canceled),Nonfiction,Publishing,USD,2011-02-09,3000.0,2011-01-10 21:52:10,1.0,canceled,1,US,1.0,1.0,3000.0
189201,1962777873,"Blankie ""A Childrens Adventure Book""",Publishing,Publishing,USD,2018-01-30,3000.0,2017-12-31 06:05:01,25.0,live,1,US,0.0,25.0,3000.0
146837,1746117181,Alpo Philosophies,Hip-Hop,Music,USD,2015-05-22,3000.0,2015-04-27 04:14:50,1.0,failed,1,US,1.0,1.0,3000.0
287655,533603149,First Coast Island Life,Nonfiction,Publishing,USD,2012-05-01,7500.0,2012-04-03 19:57:34,1956.0,failed,22,US,1956.0,1956.0,7500.0
281841,503897973,SonicSF: A New Kind of Public Radio Show,Mixed Media,Art,USD,2012-01-08,10000.0,2011-12-09 00:12:02,3439.62,failed,62,US,3439.62,3439.62,10000.0
301995,607827182,The Winter King - a new graphic novel from Arcana Studios,Comics,Comics,USD,2012-11-30,9800.0,2012-10-31 16:49:31,2078.0,failed,26,US,2078.0,2078.0,9800.0
52438,1266780643,AGHBALOU - The Source of Water,Documentary,Film & Video,GBP,2013-01-20,7000.0,2012-12-21 22:50:04,7220.01,successful,46,GB,11737.43,11421.9,11073.85
40896,1208180364,Tideland Books and Bottle Shop,Publishing,Publishing,USD,2014-10-15,15000.0,2014-09-15 23:34:50,6424.13,failed,87,US,6424.13,6424.13,15000.0
130427,1662192112,Weird Economics: The 2015 External Revenue Service Summit,Civic Design,Design,USD,2015-07-22,5000.0,2015-06-19 02:34:58,5203.0,successful,122,US,5203.0,5203.0,5000.0
293321,563058266,Brag-A-Zine,Periodicals,Publishing,USD,2015-05-09,3000.0,2015-03-10 03:11:55,0.0,failed,0,US,0.0,0.0,3000.0
333347,768008350,"OWTAHEA™ (Outer Hair) Giving long hair ""Choices"" (Canceled)",Apparel,Fashion,NZD,2015-07-31,20000.0,2015-06-01 04:08:17,55.0,canceled,1,NZ,39.09,35.97,13080.44
176832,1899631952,Mocha Cartoon Series - Season One,Animation,Film & Video,USD,2012-04-04,8000.0,2012-03-05 05:20:18,5.0,failed,1,US,5.0,5.0,8000.0
318233,690998469,Zombie Babe,Comics,Comics,USD,2015-11-04,100.0,2015-10-05 19:45:04,429.0,successful,13,US,429.0,429.0,100.0
371879,964931928,Superfly Pockets,Fashion,Fashion,USD,2013-07-04,500.0,2013-06-06 21:53:58,305.0,failed,14,US,305.0,305.0,500.0
128765,1653777639,Luke Chueh's Dissected,Product Design,Design,USD,2015-05-08,17500.0,2015-04-08 15:53:23,39798.37,successful,348,US,39798.37,39798.37,17500.0
34431,1174626507,Pet I.O.U,Graphic Design,Design,USD,2014-09-28,2000.0,2014-07-30 20:38:06,0.0,failed,0,US,0.0,0.0,2000.0
86074,1437756639,Books for Occupiers,Publishing,Publishing,USD,2011-10-28,12.0,2011-10-08 15:17:58,0.0,failed,0,US,0.0,0.0,12.0
162463,182642156,Local FLAVOR,Farms,Food,USD,2014-08-20,3000.0,2014-07-21 17:53:05,5.0,failed,1,US,5.0,5.0,3000.0
373322,972279841,LaceUp your Life with Training Lace,Product Design,Design,USD,2017-11-24,20000.0,2017-10-25 06:34:02,29147.0,successful,142,US,16952.0,29147.0,20000.0
193832,1986588102,Cait Leary - Trying my bestest to make a CD :),Music,Music,USD,2011-03-25,500.0,2011-02-23 03:00:17,625.0,successful,12,US,625.0,625.0,500.0
273730,462600130,bearz for mobile,Mobile Games,Games,USD,2015-06-11,3000.0,2015-05-12 07:02:06,1.0,failed,1,US,1.0,1.0,3000.0
345183,828353573,Cat Cafe & Lounge West Pittsburgh -by Kitty Queen Cat Rescue,Spaces,Food,USD,2017-11-20,12000.0,2017-10-21 02:55:21,85.0,failed,3,US,25.0,85.0,12000.0
275593,472359905,Car Battle Multiplayer 3D (Android & Apple),Mobile Games,Games,AUD,2014-09-26,5000.0,2014-09-12 12:30:34,105.0,failed,3,AU,96.47,92.31,4395.6
260307,393956117,JSECreations,Crafts,Crafts,GBP,2014-11-27,50.0,2014-10-28 22:01:38,1.0,failed,1,GB,1.61,1.57,78.48
59474,1302469724,(Help Me)Publish My Poetry,Illustration,Art,USD,2015-06-16,500.0,2015-05-02 22:12:15,0.0,failed,0,US,0.0,0.0,500.0
70675,1359786816,A Borough's Secret (Canceled),Narrative Film,Film & Video,USD,2011-07-22,6543.21,2011-06-22 17:16:38,250.0,canceled,1,US,250.0,250.0,6543.21
257930,381409551,Socialite.House - The Social Way to Find or Sell a Home,Web,Technology,USD,2017-01-01,20000.0,2016-11-18 19:30:10,8.0,failed,4,US,0.0,8.0,20000.0
58007,1295212858,Congrats! You survived the Apocalypse! 2013 MLD Calendar,Publishing,Publishing,USD,2012-04-27,950.0,2012-03-28 18:23:46,2125.0,successful,57,US,2125.0,2125.0,950.0
161196,1819929196,Small Sculptures,Crafts,Crafts,GBP,2017-06-17,200.0,2017-05-18 16:07:04,1.0,failed,1,GB,0.0,1.27,254.5
102358,1520068572,Dark Shadow Studios,Video Games,Games,USD,2014-08-22,9500.0,2014-08-04 16:55:42,22.0,failed,4,US,22.0,22.0,9500.0
278053,484764855,Ostringane - støtte til ny konsert,Country & Folk,Music,NOK,2014-12-20,6000.0,2014-10-21 21:33:18,300.0,failed,3,NO,45.88,40.06,801.15
168948,1859377579,Spark In Da Pan,World Music,Music,USD,2015-03-06,5000.0,2015-01-05 02:18:08,96.0,failed,4,US,96.0,96.0,5000.0
42995,1218979901,Videoclip 01 Rapero,Music Videos,Film & Video,MXN,2017-05-26,8500.0,2017-04-16 01:02:36,0.0,failed,0,MX,0.0,0.0,460.11
240617,293776051,ShopStore™ - Shopping & Traveling Manager,Apps,Technology,USD,2016-03-02,10000.0,2016-01-28 18:07:24,291.0,failed,14,US,291.0,291.0,10000.0
237421,276914704,Imps and Monsters - Ten Years of Art by Justin Hillgrove,Art,Art,USD,2016-03-05,8000.0,2016-02-08 16:55:46,38017.0,successful,587,US,38017.0,38017.0,8000.0
128760,1653767643,Hot Club of Flatbush New Recording,Music,Music,USD,2015-10-06,4000.0,2015-09-06 21:52:26,4115.0,undefined,0,"N,0""",,4115.0,4000.0
150571,1765072447,Design & Thinking - A Documentary on Design Thinking,Shorts,Film & Video,USD,2012-12-04,2000.0,2012-10-22 23:36:37,2270.0,successful,33,US,2270.0,2270.0,2000.0
153061,1777879743,"""Smiley Quinn Reilly and the Magic Dream Train,"" a children's picture book!",Children's Books,Publishing,USD,2010-07-26,5000.0,2010-06-08 01:14:03,415.0,failed,15,US,415.0,415.0,5000.0
247330,327819528,Cafe Moldy Green,Restaurants,Food,EUR,2014-07-23,30000.0,2014-06-23 16:01:43,910.0,failed,9,NL,1237.52,1223.04,40319.87
211224,2076495694,Ethan & Skye,Shorts,Film & Video,USD,2012-10-11,5000.0,2012-09-11 02:48:04,5030.0,successful,63,US,5030.0,5030.0,5000.0
347466,8401926,FELIX,Architecture,Design,USD,2016-05-20,8000.0,2016-04-29 18:00:48,8533.78,successful,172,US,8533.78,8533.78,8000.0
325304,726812160,"The WIP Theater - Edison Park, Chicago",Theater,Theater,USD,2014-04-20,30000.0,2014-03-21 08:44:40,30866.0,successful,224,US,30866.0,30866.0,30000.0
131083,1665431469,Ink Monkey Mag & Blots - Spring 2011 Projects,Nonfiction,Publishing,USD,2011-02-15,555.0,2011-01-11 08:06:59,110.0,failed,2,US,110.0,110.0,555.0
278243,485616353,Border To Freedom,Drama,Film & Video,NOK,2015-10-14,5000.0,2015-09-14 23:31:34,1200.0,failed,4,NO,147.17,148.17,617.36
266884,427808051,Meal Dealing Cards,Food,Food,USD,2017-03-21,1720.0,2017-03-12 00:42:06,40.0,failed,4,US,30.0,40.0,1720.0
178200,1906762072,Halfway Home - The Documentary Film,Documentary,Film & Video,USD,2012-06-30,12000.0,2012-05-31 22:08:22,12475.0,successful,106,US,12475.0,12475.0,12000.0
311135,65481179,All About That Bass Flute,Music,Music,USD,2017-06-27,1350.0,2017-06-06 13:01:27,0.0,suspended,0,US,0.0,0.0,1350.0
84787,1431154470,Victoria's Cole Slaw,Food,Food,USD,2014-09-02,4000.0,2014-08-03 17:40:10,0.0,failed,0,US,0.0,0.0,4000.0
179522,1913196665,"Billy Syko - ""Open""",Webseries,Film & Video,USD,2010-05-01,1800.0,2010-02-05 21:00:42,2006.0,successful,36,US,2006.0,2006.0,1800.0
66668,1339087999,French Yuppie: Limited Edition Skull Rings,Product Design,Design,SGD,2016-10-08,1500.0,2016-09-07 02:45:36,1655.0,successful,3,SG,386.71,1192.96,1081.24
303182,613994293,The Mini Memoirs-The Advenures of Henri and Henrietta,Children's Books,Publishing,USD,2014-05-19,5000.0,2014-03-20 20:08:07,10.0,failed,1,US,10.0,10.0,5000.0
127510,1647238032,Jocelyn - Sophomore EP,Pop,Music,USD,2012-09-23,1.0,2012-08-24 01:21:49,2407.16,successful,113,US,2407.16,2407.16,1.0
181203,1922188907,Jeremiah's Comedy Album,Animation,Film & Video,USD,2010-11-01,1000.0,2010-09-10 22:58:09,1080.0,successful,31,US,1080.0,1080.0,1000.0
324214,721363925,D.A.M.S.F. One Year Anniversary!,Performance Art,Art,USD,2012-02-02,100.0,2012-01-25 02:19:19,0.0,failed,0,US,0.0,0.0,100.0
167921,1854168721,Denexa 100% Plastic Playing Cards: Bridge Size,Playing Cards,Games,USD,2015-12-03,4000.0,2015-11-03 21:33:02,905.0,failed,10,US,905.0,905.0,4000.0
345459,829775344,Earth - The Great Symphony - A Classical Music Video,Shorts,Film & Video,USD,2010-08-13,6500.0,2010-07-01 04:56:02,0.0,failed,0,US,0.0,0.0,6500.0
36345,1184435598,waste lights waste world (Canceled),Installations,Art,EUR,2014-11-10,5000.0,2014-10-09 19:10:42,0.0,canceled,0,NL,0.0,0.0,6217.98
216679,2103854383,Stray Cat's Strut,Narrative Film,Film & Video,USD,2010-11-25,1300.0,2010-11-10 15:32:22,1305.0,successful,40,US,1305.0,1305.0,1300.0
326661,733853030,Sole,Video Games,Games,USD,2017-09-03,15000.0,2017-08-04 16:00:45,16286.0,successful,268,US,1740.0,16286.0,15000.0
114954,1583837745,Doc Lingo: How to speak like a Doctor,Publishing,Publishing,USD,2012-04-20,3000.0,2012-03-21 04:56:58,15.0,failed,1,US,15.0,15.0,3000.0
93154,1473576059,NEW BREED apparel,Apparel,Fashion,AUD,2015-10-11,1500.0,2015-09-11 02:15:56,533.0,failed,9,AU,376.43,386.79,1088.53
319650,698072044,Echo Trail,Narrative Film,Film & Video,USD,2015-09-16,10000.0,2015-08-16 18:25:46,1985.0,failed,13,US,1985.0,1985.0,10000.0
368983,949949802,It's A Love Revolution (Canceled),Indie Rock,Music,CAD,2013-10-15,25000.0,2013-09-15 02:34:50,0.0,canceled,0,CA,0.0,0.0,24281.27
80852,1411192652,"Santa's Wish, the song and book!",Mixed Media,Art,USD,2012-09-30,7500.0,2012-08-31 22:30:27,3346.0,failed,82,US,3346.0,3346.0,7500.0
255178,367670421,"""More Than Songs"" A Book by Mike Mattice",Nonfiction,Publishing,USD,2014-07-01,12000.0,2014-06-01 21:50:48,25.0,failed,2,US,25.0,25.0,12000.0
241811,29977405,Patrick Matera's making a record. Yep.,Pop,Music,USD,2013-03-13,10000.0,2013-02-11 22:51:04,10156.0,successful,118,US,10156.0,10156.0,10000.0
377898,99628585,The Noah Pitts Music Career Kickstarter,Hip-Hop,Music,CAD,2017-02-28,20000.0,2017-01-25 08:04:22,1.0,failed,1,CA,0.0,0.75,14920.92
172826,1879051087,World of Evo,Video Games,Games,GBP,2016-05-27,100.0,2016-03-28 12:16:03,316.0,successful,21,GB,446.65,462.86,146.48
327841,739772200,Da Note Leather Journal Wallet,Design,Design,USD,2012-10-23,10000.0,2012-09-18 01:42:11,1453.77,failed,38,US,1453.77,1453.77,10000.0
46043,1234033090,The Modern Day Kitchen Sink,Product Design,Design,USD,2016-08-21,4500.0,2016-06-30 06:03:55,137.0,canceled,6,US,26.0,137.0,4500.0
12226,1061276139,Delicacies Delivered,Food,Food,USD,2012-05-25,8000.0,2012-03-26 23:06:49,125.0,failed,8,US,125.0,125.0,8000.0
127492,1647174788,The Beauty Bag by Simply Caddy,Product Design,Design,USD,2015-03-18,5500.0,2015-02-16 14:17:05,1216.0,failed,38,US,1216.0,1216.0,5500.0
95012,1482893852,Tacoma Soda Works,Drinks,Food,USD,2016-09-19,6000.0,2016-08-20 02:55:20,670.0,failed,11,US,5.0,670.0,6000.0
281353,50128433,"The Journey Begins: Printing The Acryden, Vol. 1",Comics,Comics,USD,2013-08-25,1000.0,2013-07-26 19:44:06,1236.0,successful,33,US,1236.0,1236.0,1000.0
15342,1077553866,"River City Farm: Bringing a local, organic CSA to Lewiston!",Food,Food,USD,2014-01-05,5000.0,2013-12-06 00:19:26,5400.0,successful,64,US,5400.0,5400.0,5000.0
72429,1368642795,Funemployment,Narrative Film,Film & Video,USD,2014-03-18,25000.0,2014-02-17 00:15:11,28527.0,successful,298,US,28527.0,28527.0,25000.0
190452,196933385,Cakeboy Magazine - Issue 2,Periodicals,Publishing,USD,2015-08-29,5000.0,2015-08-04 04:00:55,5202.0,successful,94,US,5202.0,5202.0,5000.0
135830,168969231,The Zine Vault,Tabletop Games,Games,USD,2015-06-18,3300.0,2015-05-19 18:01:00,4701.0,successful,144,US,4701.0,4701.0,3300.0
336403,783486898,The Enchanted Sphere,Publishing,Publishing,CAD,2015-04-11,3000.0,2015-03-07 21:58:31,2400.0,failed,17,CA,1924.3,1968.67,2460.83
278186,485345085,Tunes My Idols Taught Me,Theater,Theater,USD,2014-03-08,500.0,2014-02-06 20:09:32,562.0,successful,16,US,562.0,562.0,500.0
363398,921572938,Reclaim Neverland: Deckbuilding Strategy Card Game,Tabletop Games,Games,USD,2015-06-22,750.0,2015-05-31 22:43:04,1202.0,successful,26,US,1202.0,1202.0,750.0
180875,1920359712,The Gamelatron: The Soul of the Temple at Burning Man,Art,Art,USD,2011-07-31,5000.0,2011-06-28 09:32:09,6113.0,successful,90,US,6113.0,6113.0,5000.0
192443,1979184568,DaCrazyParty Recordings,Electronic Music,Music,EUR,2017-05-09,10000.0,2017-04-21 14:59:19,1.0,failed,1,ES,0.0,1.09,10875.95
65403,133261941,History Hunter DVD Series,Webseries,Film & Video,USD,2014-01-07,35000.0,2013-12-08 00:07:27,9780.0,failed,73,US,9780.0,9780.0,35000.0
79952,1406614217,A Shot in the Dark - My Next Astrophotograph,Photography,Photography,USD,2012-03-03,4880.0,2012-02-02 13:22:54,72.0,failed,5,US,72.0,72.0,4880.0
33039,1167849069,"Birch Word, Wooden Name Signs, Name Signs, Decor, Handmade..",Woodworking,Crafts,USD,2017-11-05,1000.0,2017-10-06 23:01:04,12.11,failed,2,US,0.0,12.11,1000.0
229870,238657310,The Backyard!,Events,Food,USD,2016-04-01,10000.0,2016-02-02 04:31:25,0.0,failed,0,US,0.0,0.0,10000.0
174197,1885775019,"Great Book ""Mars Renaissance""",Fiction,Publishing,USD,2011-10-30,4000.0,2011-08-31 07:00:32,0.0,failed,0,US,0.0,0.0,4000.0
29684,115084532,PLEDGE: Feature-Length Horror/Thriller Movie,Horror,Film & Video,USD,2017-01-07,12000.0,2016-12-08 01:22:51,15281.0,successful,54,US,155.0,15281.0,12000.0
82087,1417279112,Witch Towers: After Dark Larp,Live Games,Games,USD,2017-07-29,5000.0,2017-06-29 01:53:38,7356.0,successful,38,US,1105.0,7356.0,5000.0
261413,399606682,HELP ARCHIVE HARRY BERTOIA'S COMPLETE SONAMBIENT RECORDINGS,Music,Music,USD,2015-03-11,15000.0,2015-02-13 19:45:43,19581.0,successful,236,US,19581.0,19581.0,15000.0
163620,1832630973,Better Baking Mixes,Small Batch,Food,USD,2017-02-23,5000.0,2017-01-24 18:00:41,5738.0,successful,123,US,270.0,5738.0,5000.0
348194,843892103,Buy New Pro Video Camera,Shorts,Film & Video,USD,2012-02-25,2000.0,2011-12-27 22:53:58,0.0,failed,0,US,0.0,0.0,2000.0
70074,1356741810,"The Music Box, Audio CD",Music,Music,USD,2012-10-08,2500.0,2012-09-18 08:01:56,235.0,failed,10,US,235.0,235.0,2500.0
298955,592451634,D?k Tan second album that we can't afford to DIY!,Rock,Music,USD,2015-04-03,1500.0,2015-03-04 22:21:34,111.0,failed,6,US,111.0,111.0,1500.0
234425,261794761,Without Moeka Debut EP,Music,Music,USD,2014-04-10,700.0,2014-03-11 18:33:46,950.0,successful,18,US,950.0,950.0,700.0
134114,1680598216,Operation Thailand,Art Books,Publishing,USD,2013-07-17,2000.0,2013-06-17 19:24:06,2027.0,successful,21,US,2027.0,2027.0,2000.0
23780,1120756801,Printing Quail Bell Express ['zine],Periodicals,Publishing,USD,2011-10-17,300.0,2011-09-07 05:21:29,308.0,successful,6,US,308.0,308.0,300.0
375005,981066478,Mobiliers et décorations fait de bois recyclé et centenaire,Product Design,Design,CAD,2016-09-01,25000.0,2016-08-02 19:03:46,2.0,failed,2,CA,0.0,1.53,19110.23
367133,940721558,BLACKJACK RETURNS: The New Adventures of Arron Day,Comics,Comics,USD,2011-08-11,7500.0,2011-06-27 16:23:43,1356.0,failed,46,US,1356.0,1356.0,7500.0
180701,1919279342,Show People,Webseries,Film & Video,USD,2012-07-08,2000.0,2012-06-08 07:02:04,2300.0,successful,13,US,2300.0,2300.0,2000.0
303204,614081329,Witanlore: Dreamtime,Video Games,Games,USD,2014-09-07,9500.0,2014-08-08 19:12:20,18893.0,successful,333,US,18893.0,18893.0,9500.0
42435,1216095274,The Lights Are Off comes to The Hollywood Fringe Festival!,Theater,Theater,USD,2012-06-14,1700.0,2012-05-24 00:17:24,1795.0,successful,35,US,1795.0,1795.0,1700.0
301994,607824085,FIRST NIGHT,Shorts,Film & Video,GBP,2017-11-27,7000.0,2017-11-02 22:27:23,0.0,canceled,0,GB,0.0,0.0,9441.6
170281,1866325375,Howl's Moving Door Enamel Pin Set,Accessories,Fashion,AUD,2018-01-26,1200.0,2017-12-27 22:00:56,1879.0,live,43,AU,821.62,1479.29,944.73
335114,777189370,The Book,Photography,Photography,USD,2011-02-18,10000.0,2011-01-14 14:43:23,70.0,failed,2,US,70.0,70.0,10000.0
248305,332707771,The Culture of Cheese,Documentary,Film & Video,USD,2013-07-01,12000.0,2013-06-01 07:17:38,505.0,failed,13,US,505.0,505.0,12000.0
350347,85480201,Beneath The City Roses-Bringing The Novel To Bookstores,Fiction,Publishing,USD,2016-06-05,5500.0,2016-04-26 19:04:30,0.0,failed,0,US,0.0,0.0,5500.0
64909,1330060176,BIBLE,Video Art,Art,USD,2014-08-02,8000.0,2014-07-08 19:24:01,1725.0,failed,9,US,1725.0,1725.0,8000.0
68787,1350100497,Southern Seasons Perpetual Calendar,Illustration,Art,NZD,2016-05-31,3800.0,2016-05-01 06:37:45,5910.0,successful,131,NZ,4124.38,4047.39,2602.38
90603,1460370122,Love Moment (Canceled),Tabletop Games,Games,USD,2014-04-11,1000.0,2014-03-12 13:26:46,151.0,canceled,10,US,151.0,151.0,1000.0
216687,2103886234,Last Night  The Peanut Butter & Jelly Monster,Children's Books,Publishing,USD,2015-09-09,8000.0,2015-08-03 06:43:30,835.0,failed,11,US,835.0,835.0,8000.0
122349,1621367109,The forgotten Chronicles - Role Play Game,Fantasy,Film & Video,EUR,2016-02-18,400.0,2016-01-19 20:35:54,20.0,failed,1,DE,21.79,22.19,443.84
2661,1013617287,Hyundai Elantra Phone Holder,Product Design,Design,CAD,2014-03-30,3500.0,2014-01-29 15:52:31,46.0,failed,3,CA,41.48,41.73,3175.47
249948,341361127,MGT Artworks,Mixed Media,Art,USD,2016-02-15,5000.0,2016-01-06 01:52:48,208.0,failed,4,US,208.0,208.0,5000.0
159779,18126027,MALICE: Wars,Science Fiction,Film & Video,USD,2015-07-18,750.0,2015-06-15 13:54:58,2461.0,successful,36,US,2461.0,2461.0,750.0
287156,530991737,STAY ALIVE - NOT UNDEAD (Zombie Coloring/Activity Book),Publishing,Publishing,USD,2012-09-29,6000.0,2012-08-15 02:59:36,4869.0,failed,208,US,4869.0,4869.0,6000.0
249705,340028417,Startup Brock's Rack BBQ Shack,Food,Food,USD,2014-01-19,8500.0,2013-12-20 18:58:50,50.0,failed,1,US,50.0,50.0,8500.0
174932,1889609829,ModelBox 3D: Give Your 2D Printer a Third Dimension!,Product Design,Design,USD,2013-06-24,30000.0,2013-05-15 17:59:45,25186.0,failed,139,US,25186.0,25186.0,30000.0
374635,979201629,"new fashion for adults with various animals, cartoon designs",Apparel,Fashion,EUR,2015-12-10,15000.0,2015-10-26 18:16:57,50.0,canceled,1,AT,55.09,54.75,16425.04
170147,186568589,CJ Draden's Pinocchio.,Comics,Comics,USD,2013-01-18,8000.0,2012-12-19 03:00:30,4702.33,failed,45,US,4702.33,4702.33,8000.0
64403,1327523528,Moto Expedition: The Last Frontier,Documentary,Film & Video,USD,2014-04-20,2500.0,2014-03-21 18:30:54,320.0,failed,4,US,320.0,320.0,2500.0
285414,521948757,Shoreham Fort Souvenir Guide Fundraiser,Nonfiction,Publishing,GBP,2016-11-16,3000.0,2016-10-07 16:55:15,3029.0,successful,57,GB,851.8,3734.16,3698.41
246377,322964532,"Marketing and inventory for ""A Technicolor Lightning Storm""",Fiction,Publishing,USD,2014-09-26,6000.0,2014-08-29 19:15:26,50.0,failed,2,US,50.0,50.0,6000.0
332823,765488502,MFA Thesis: Luciatypes,Art,Art,USD,2014-04-05,4000.0,2014-03-06 08:50:31,4240.0,successful,27,US,4240.0,4240.0,4000.0
282359,506644346,Music For The Children of Syria at Za'atari Refugee Camp,Classical Music,Music,USD,2014-08-19,5000.0,2014-08-02 00:59:34,6415.0,successful,60,US,6415.0,6415.0,5000.0
288701,538993673,Do What You Love And The World Will Follow,Indie Rock,Music,USD,2011-11-21,6000.0,2011-09-23 18:28:21,215.0,failed,4,US,215.0,215.0,6000.0
249369,338357912,Bloody Work: a nonfiction film,Documentary,Film & Video,USD,2013-06-25,10500.0,2013-05-21 01:10:15,17505.0,successful,227,US,17505.0,17505.0,10500.0
143159,1727325258,And the Moon,Romance,Film & Video,USD,2017-04-05,10000.0,2017-03-06 17:03:01,4447.0,failed,78,US,0.0,4447.0,10000.0
183932,1936457006,Project Rock Band,Photography,Photography,USD,2012-11-10,3000.0,2012-10-11 23:10:14,10.0,failed,1,US,10.0,10.0,3000.0
214452,2092676075,Pre-order the SPARK & the FIRE,Music,Music,USD,2013-07-22,10000.0,2013-07-03 19:38:55,18640.85,successful,204,US,18640.85,18640.85,10000.0
244624,3141491,Metal Made Flesh (Hardback reprint),Comics,Comics,GBP,2017-12-29,300.0,2017-11-29 20:15:43,3211.0,successful,65,GB,316.03,4340.42,405.52
328971,746032398,Dreamcatcher,Tabletop Games,Games,EUR,2017-11-22,19000.0,2017-10-23 14:15:26,1886.0,canceled,83,NL,1523.87,2240.01,22566.39
10008,1050385296,"Swizzle Stool - Great for Meditation, Relaxation and Yoga",Product Design,Design,USD,2016-12-12,12480.0,2016-11-12 15:00:15,1455.0,failed,9,US,99.0,1455.0,12480.0
217466,2107806657,MOVED,Narrative Film,Film & Video,USD,2012-02-23,20000.0,2012-01-23 22:54:38,20170.0,successful,127,US,20170.0,20170.0,20000.0
239113,285817643,Alexander Boyd Iberia Recording,Classical Music,Music,GBP,2014-11-10,3000.0,2014-10-01 14:55:36,1350.0,failed,11,GB,2192.98,2113.37,4696.38
244282,312369707,Cards Against NYC,Games,Games,USD,2015-03-30,1000.0,2015-02-28 02:51:23,411.0,failed,27,US,411.0,411.0,1000.0
278870,488569881,Paige Conroy's First Studio Album in Nashville! (Canceled),Music,Music,USD,2016-03-30,10200.0,2016-01-30 20:05:20,2250.0,canceled,30,US,2250.0,2250.0,10200.0
238831,284392313,Naomi Rose Women's Wear collection for RAW artists,Fashion,Fashion,USD,2012-08-16,1000.0,2012-07-17 04:36:28,1070.0,successful,24,US,1070.0,1070.0,1000.0
109220,155508610,INCIDENT IN NEW BAGHDAD - Oscar-qualifying LA Release,Documentary,Film & Video,USD,2011-09-07,7850.0,2011-08-17 14:04:42,11960.0,successful,84,US,11960.0,11960.0,7850.0
101899,1517826106,Adi Yeshaya CD - It's All Good!,Jazz,Music,USD,2014-08-04,15000.0,2014-06-20 01:03:26,2660.0,failed,32,US,2660.0,2660.0,15000.0
370060,955436203,Starjumper Legacy,Fiction,Publishing,USD,2013-06-01,2500.0,2013-04-30 03:36:54,1476.0,failed,16,US,1476.0,1476.0,2500.0
94489,1480367328,"Underland - A Mindbending, New Rock & Roll Musical",Theater,Theater,USD,2013-02-02,16500.0,2013-01-15 22:14:02,18522.0,successful,142,US,18522.0,18522.0,16500.0
151484,1769753861,The Mirror's Road - An Urban Fantasy Project,Fiction,Publishing,USD,2010-04-18,5000.0,2010-01-19 01:30:17,101.0,failed,5,US,101.0,101.0,5000.0
185265,1943269375,Imprison: A Short Film,Film & Video,Film & Video,USD,2014-11-15,2500.0,2014-10-01 18:09:34,31.0,undefined,0,"N,0""",,31.0,2500.0
158817,1807800384,The Teach Design Ltd Magazine - help create the 1st edition,Product Design,Design,GBP,2013-06-08,1000.0,2013-05-09 13:32:45,231.0,failed,10,GB,357.55,360.89,1562.3
232893,253723138,Normalize Breastfeeding Photo Book for OB/Ped & WIC Offices,Photobooks,Photography,USD,2015-01-04,12500.0,2014-12-05 02:29:28,676.0,failed,25,US,676.0,676.0,12500.0
51104,1260273521,Gusto & Gecko Travel to New Orleans,Children's Books,Publishing,AUD,2015-11-10,8000.0,2015-10-11 00:07:20,8972.0,successful,101,AU,6523.71,6405.37,5711.43
156032,1793630093,SHOCK/TRAUMA at the Capital Fringe Festival in DC,Theater,Theater,USD,2012-06-23,1500.0,2012-05-24 19:26:25,1520.0,successful,35,US,1520.0,1520.0,1500.0
82893,1421466748,Kickstarter Gold: Zanticox: The Next Big Card Game!,Tabletop Games,Games,SGD,2017-07-23,1000.0,2017-06-23 14:14:15,180.0,failed,4,SG,118.72,132.39,735.51
360931,909041851,"Tails & Chills, providing Cold Water for your Pet 24/7.",Product Design,Design,USD,2015-07-10,2500.0,2015-06-10 19:54:36,2.0,failed,2,US,2.0,2.0,2500.0
94133,1478575997,Black Documents: Exhibition & Conference,Periodicals,Publishing,USD,2017-11-15,12000.0,2017-10-16 18:16:54,7373.0,failed,128,US,40.0,7373.0,12000.0
338193,792607733,"Morynga Artisan Teas  - Handcrafted, Refreshing & Delicious",Food,Food,GBP,2013-05-04,500.0,2013-04-04 18:32:39,1493.0,successful,44,GB,2251.93,2296.71,769.16
